indiv	AGE	SEX	PC1
3863352	52	1	84.3139
4172419	49	0	-9.95865
4882581	63	1	4.27463
1515235	56	0	19.9397
1858878	58	1	-14.2033
1191350	54	0	30.2945
3854676	60	0	83.2456
3352988	48	0	3.31726
2420796	61	0	-10.092
2533067	69	0	362.11
4878212	55	1	-11.76
5764654	45	1	0.310195
2025893	55	1	55.4631
1486760	53	0	6.61864
4658113	67	0	-13.2963
5717111	65	1	20.1052
1081922	66	0	152.685
2864384	52	1	-12.765
1849006	62	0	95.5012
4400523	68	1	-11.9447
2631328	68	0	-13.0186
1073882	41	1	-12.9042
3743930	47	0	-13.7819
5736381	45	1	-14.7157
2889732	51	1	377.348
1567176	63	0	26.2991
2514238	41	0	99.9768
4640965	60	0	-12.0583
3460748	45	1	111.41
4909776	57	1	-12.5489
5527376	52	1	311.937
4583611	55	0	-11.8199
5883936	61	0	-12.6749
5663208	53	0	19.5703
5207388	58	1	-13.4953
2366648	68	0	-11.7026
2592727	61	0	-13.3456
5225527	69	0	-11.7612
2204457	59	0	-10.2879
2673490	54	1	68.8121
5064984	40	0	-11.8425
5459896	64	0	-12.5592
1402886	61	1	3.44521
2736790	59	1	-12.1707
4178849	62	1	-12.3129
5452655	62	0	388.656
3665786	52	0	327.162
2114824	43	0	403.161
2959038	59	0	401.116
5720484	64	0	-10.3516
5174157	59	0	0.665773
1287985	66	0	-8.05956
3762909	42	0	-13.8907
2996207	65	0	-11.9182
2729815	61	1	-14.4586
1551737	65	1	7.11945
4716251	41	0	-10.2861
4909638	46	1	68.5992
4350348	49	0	-12.1764
3260637	65	1	-10.3932
4212738	67	1	-9.25629
1318236	59	0	-13.515
6012523	52	0	-12.3596
3885815	69	0	-10.9213
3239118	46	0	2.10851
1610394	67	0	91.2254
1380127	43	1	-12.7999
1615491	49	0	78.8985
3937223	57	1	-11.5802
1232917	61	1	-13.3385
5523250	57	0	-12.0101
1184704	59	0	-14.2459
5480396	69	0	-14.7681
4074105	41	1	103.06
1872145	59	0	-12.1619
3240851	53	0	409.045
2788878	46	0	-4.09402
2963330	69	0	-13.3804
5084766	52	0	-10.7988
2871219	66	1	-12.7827
1130321	66	1	-11.3795
5469199	49	0	-10.6027
4975902	40	0	-15.4822
5718245	60	0	-12.0466
2247578	60	1	-14.5077
1571011	53	0	-14.2666
2670695	47	1	-12.7296
2677963	66	0	-15.0126
1105151	64	1	-12.0733
2926881	65	1	-14.1218
2527185	55	1	25.825
3784778	58	1	-12.5517
1576489	63	1	-12.1006
4755296	68	1	-13.8194
3737311	48	0	391.047
1310220	51	0	341.951
2931051	45	0	-3.66644
2589102	61	0	5.8859
3013494	44	0	-0.795168
5044188	69	1	-13.0646
2780146	44	0	-13.4281
3075904	57	0	22.5995
5830050	44	1	64.5167
4933938	65	1	99.2923
3480535	42	0	-14.4196
3409147	41	0	-11.2544
2172980	50	0	-10.4694
4932477	55	0	-8.862
1227512	64	0	-12.8223
3372751	62	0	391.714
1933324	61	0	-11.2901
4742391	46	0	-12.7224
3904718	48	0	-11.8894
5918758	61	0	-12.1046
5321555	46	0	-12.676
1751745	55	0	-12.723
5943155	50	0	194.88
3839735	60	0	-12.5595
5747322	61	0	-13.8736
1003603	43	1	-11.4811
5405468	69	0	-11.0106
2662999	58	1	97.6753
3081857	69	0	-14.0623
1511029	61	0	-12.3852
5111359	45	0	157.069
2374424	43	0	-13.2019
1154188	57	0	-12.0945
1715342	63	0	54.4279
3980934	69	1	56.262
4797593	54	0	319.541
4532779	54	1	99.4111
3602356	62	0	-6.01506
3478586	64	0	-12.6942
5627312	67	1	97.2392
1254855	60	0	-13.7146
2519040	46	1	410.197
4795979	45	0	404.3
4141698	46	1	64.1391
1648372	58	0	-6.26106
5393472	64	0	-13.076
2917347	50	1	-13.0684
2636001	58	0	-5.63325
4747396	57	0	-12.6842
3550155	66	0	-15.0762
2455976	56	1	7.30905
3227377	46	0	-8.41043
4381024	46	1	-11.9499
1396208	60	1	-11.9552
1778819	61	0	-6.65437
4218000	69	0	-12.4196
4663305	68	1	-9.26561
3453430	63	0	-13.8689
3233080	57	0	18.4798
1717431	66	1	67.0758
4730696	51	0	387.668
3487307	57	0	-8.57566
5754408	41	1	62.6407
4269021	55	1	406.227
5672771	40	1	69.9634
1732775	54	1	10.6842
4681954	40	0	98.9819
2934996	66	0	-9.8378
3575768	56	0	222.299
3181566	63	0	2.40695
1784384	51	1	332.517
4736825	47	1	59.4594
1412544	65	1	-6.10646
3001196	64	0	96.1206
1817762	60	0	-13.5586
5671845	59	0	-9.56616
5270688	44	0	55.8999
3151100	54	1	58.6486
3107837	40	0	-12.9942
3653228	67	1	388.854
2886753	53	0	92.8957
1901577	68	0	21.4714
4881246	48	0	393.64
4529655	54	0	-12.7569
3285898	53	1	402.242
1186882	68	0	78.0785
3694069	44	0	393.435
2943081	46	1	353.295
1982856	65	0	394.143
4434949	43	1	109.205
1513424	61	0	-13.458
1042837	63	0	-11.2429
5421570	50	1	68.9472
2928968	69	0	-12.7834
4751195	61	0	384.724
3082836	65	1	21.852
3592018	68	1	-11.0427
1241342	64	0	4.04457
4266427	67	0	-9.93782
5868029	59	0	-9.6999
2196175	41	0	-10.7721
3165992	53	0	-13.4638
4704372	65	0	-11.6262
2802828	52	1	-11.9424
1998742	60	0	-8.83362
1811721	55	1	5.3204
5750324	56	0	14.217
5305257	64	0	-12.9339
4894698	41	0	6.13901
2520305	51	1	122.098
4273382	60	0	-13.9029
2078207	66	1	-12.658
4404288	49	0	55.3878
4033643	59	0	99.2604
3251070	66	0	66.9231
2503784	66	1	1.44546
2489821	44	1	83.524
3385480	66	0	-12.4674
5824420	67	0	-12.4112
4487821	68	1	77.8254
3664271	57	1	11.5426
5544765	62	1	-12.215
2146275	40	1	102.928
4544619	53	1	155.385
1711571	45	0	145.454
2108371	40	1	99.6196
4733295	45	1	-12.0623
2787288	45	1	69.8529
5896858	70	1	-10.0006
5677595	51	1	-11.5086
3303839	55	1	8.42847
1016522	57	1	-5.15506
5936604	61	0	-12.5359
4124677	42	1	19.0781
3208072	58	0	87.2768
6008450	67	0	18.5109
1214130	62	1	-11.4961
1946684	54	0	-14.4168
2017745	54	1	19.9173
5900363	67	1	1.53501
2049600	63	1	-14.2295
5444539	58	1	66.6477
3637616	64	0	-14.5494
4026512	56	0	-12.0373
2522866	63	0	-4.59521
4816755	49	1	-11.0312
4914963	47	1	-13.8805
3003297	60	1	92.8071
5936461	44	0	-11.72
1636912	49	1	97.8777
1719165	53	0	33.8688
3059373	54	0	387.793
5876127	61	0	-15.3656
4449099	45	0	194.976
5387659	68	1	-13.9817
2368289	47	0	0.0222545
1372257	54	1	-13.7225
5677844	55	0	-13.4483
3278361	47	0	76.04
3229087	41	1	-10.323
4081705	55	1	6.28209
1176334	63	0	109.454
3408354	47	0	100.884
4847397	52	0	18.1611
2650255	42	1	-13.8333
2681620	45	0	2.68517
5908283	48	1	-16.7529
3824991	62	0	-16.3834
3817273	66	1	-12.6194
4359841	49	1	21.3563
1222455	69	1	-13.1829
3702898	63	0	45.8853
3418059	62	0	-9.18442
5777769	52	0	158.074
4782601	58	0	-5.86513
1073204	49	0	359.213
4285096	58	0	-6.40643
5778215	41	1	64.9903
2626283	58	1	294.051
2259328	57	0	21.9318
4713001	59	0	18.9976
2478036	65	1	9.5338
3242276	49	0	190.278
2018928	62	0	-13.6799
4777181	47	0	-11.5827
2299607	45	0	369.825
2904103	55	0	-11.8556
2742926	55	0	-7.07186
5680891	44	0	65.5881
4338759	62	0	98.1909
5557906	56	0	-8.81335
4557659	60	0	-10.071
5575210	52	0	-11.3672
4216516	69	1	-12.7752
3590433	51	1	22.5115
1666580	43	0	-9.06617
1751248	57	1	-12.5262
2379149	65	0	-13.0527
2916981	43	0	83.6093
5151744	40	1	19.7687
4077326	61	1	23.6805
2846971	50	1	63.3635
2374606	59	0	-11.4904
2608030	47	1	53.0427
4259199	62	1	19.0428
5821978	40	0	47.0849
4315502	51	0	380.843
2097476	65	1	16.7525
5214142	59	0	-12.1474
3607776	61	0	5.52037
2739535	70	1	-11.8756
4927367	63	0	-11.0653
4335829	66	1	-13.3455
3729901	65	0	399.905
1183669	42	0	34.1058
1348398	42	0	393.156
5814409	50	1	-14.1383
5137380	63	0	-15.9162
3570495	63	1	-12.6439
3487057	69	0	-12.3872
3346783	59	0	84.8721
4521258	68	0	-7.90772
1769515	64	1	-13.6732
1469971	65	0	19.6777
5336931	47	0	397.922
2820736	56	1	-0.316843
1693925	40	1	4.82974
5938777	52	0	-15.36
2852074	69	0	54.1886
3026238	46	0	51.8683
2591009	47	1	57.95
1316379	40	0	63.8586
1685170	52	0	58.5943
3997989	70	1	58.7854
1374990	57	0	321.913
1341497	55	0	-11.3459
2855789	62	1	163.531
1288481	50	1	69.25
2691924	53	1	405.225
3128326	57	1	22.5401
3283986	61	0	-12.6275
4392606	54	0	15.8917
3965079	69	0	-13.6001
3031664	67	1	72.3905
3980574	41	1	69.3219
1117757	42	1	2.62418
5475926	67	1	-10.2227
3961394	52	1	70.846
6006388	54	1	157.282
5827270	60	1	-12.5983
5762278	47	0	345.278
5608009	49	1	394.045
3976745	42	1	62.7852
2553910	50	1	66.0152
1345506	54	0	155.565
5929315	41	1	319.597
1684984	47	0	2.391
5332147	54	0	410.959
3512824	59	1	35.8823
4900672	50	1	5.57224
2107987	41	1	402.102
2386206	50	0	4.99217
2591320	43	1	7.12766
3546439	61	1	258.385
5375143	56	0	370.387
5783905	50	0	161.262
1157692	45	1	37.0148
3694341	59	0	-1.43721
2383087	67	1	23.4407
4695314	47	0	-14.733
1932824	41	0	327.933
3746629	47	1	-11.2489
5814882	45	0	-13.2623
5811905	64	1	-12.4627
5216073	40	0	-11.7364
5318868	58	0	-11.3537
5820616	45	0	369.563
2913297	56	0	-13.334
5812983	64	1	95.3524
5655495	64	1	84.5374
2276369	53	1	55.5087
3976236	55	1	-9.77256
2060914	66	0	-11.8236
3468122	46	0	-14.447
3565168	48	0	69.8595
1929220	62	0	21.1817
1952548	48	0	-14.0547
3350892	53	1	2.0941
2077460	60	0	86.7436
5791855	41	1	-3.05533
1048773	66	1	85.1424
2776793	67	0	-10.23
2614705	55	1	19.6235
4111954	53	0	-11.6127
3509909	61	0	-13.5971
4685406	43	1	63.7047
2148274	46	0	175.395
2275475	47	1	158.177
5139088	49	1	1.59221
4857355	46	0	161.8
5041033	46	1	-14.8906
3987094	41	1	-11.6614
2683303	65	0	98.1638
1574051	65	1	-6.05243
4245370	44	0	2.72605
6014701	65	0	5.94404
4308484	49	1	323.308
2877173	50	1	-3.34636
2210178	58	0	-8.89721
1809407	41	0	-11.9515
1569053	65	1	-12.4711
3748367	50	0	-11.6126
3177722	60	1	-11.8857
3405589	53	1	147.692
4560005	57	0	-10.7487
5422259	44	0	10.2455
4443982	44	0	62.8614
2746142	45	1	-11.9747
3699124	68	1	-4.2482
4148347	59	0	-7.94224
2029092	53	0	45.9567
4871523	56	0	18.3719
2367879	52	0	14.0324
5916809	55	0	-11.2471
3911970	66	1	21.2745
4443660	69	1	-14.8222
2087215	49	0	-11.9516
5681083	69	1	-11.5651
1291141	65	1	-12.9738
1772091	60	1	153.001
5821356	68	1	-12.437
2048608	69	1	-13.0827
5027184	51	1	18.0472
4240455	57	0	-12.7556
2432724	54	1	-13.6727
3018006	64	1	9.98096
1082443	43	0	-9.72728
4739602	47	1	4.07831
4897970	56	0	155.915
4625965	54	1	-14.884
3736009	57	1	12.1578
2258386	44	1	-8.49523
2622304	44	1	403.38
3034165	54	0	-2.58151
3713339	54	0	20.911
5661092	54	1	0.494059
5092047	50	0	-10.7717
2398770	53	1	5.41731
5750135	52	0	-8.80281
5498684	63	0	-10.3602
4047331	64	1	68.4756
4106800	64	0	-13.524
3734164	61	1	-14.0265
5658437	62	1	-8.62813
3170009	67	1	-11.8075
4815217	41	1	-13.0857
4760701	55	0	-12.0811
1767242	42	0	54.3891
1073057	48	1	57.8915
5667885	46	1	-13.9028
5772608	41	1	99.5164
4845235	61	0	90.2215
2240673	55	0	-11.2436
3153733	46	0	195.587
1505244	49	1	198.955
2998278	50	0	-5.73645
3303850	52	1	397.029
3754762	53	0	90.905
3748176	57	1	-12.1415
4806914	57	0	223.792
3460854	54	1	382.526
4096213	49	0	87.8664
4109435	62	0	-3.31038
4922872	64	0	2.82256
6005918	46	0	-2.57315
3575082	58	1	4.85344
1722192	45	0	-12.7454
3708008	66	0	-14.615
4288733	49	0	-11.0798
1697623	44	1	397.913
2573968	62	0	-11.2762
4316690	44	1	146.829
1544551	55	0	-10.9752
1446424	66	1	3.60381
5363565	50	0	-13.8477
4090303	62	1	-12.0461
1054454	49	0	14.0947
3873998	68	0	-12.9407
4687972	57	0	-13.0686
2976607	46	0	20.9256
1712189	64	0	18.9325
3861673	44	1	-11.5424
3377652	43	1	-14.464
4182296	42	0	66.8607
4707412	51	0	70.1014
3296802	47	0	55.3115
3179775	53	0	0.33011
1589069	58	0	206.183
3869073	54	1	26.6287
5451837	67	1	72.5398
1134268	68	1	-12.0799
1661459	42	1	158.802
4404241	48	0	54.1778
4332972	51	0	-2.14079
3898250	43	0	-7.87312
5017873	69	0	196.147
1330304	46	0	-12.1832
3960758	41	0	4.10635
1397034	66	0	21.1682
4541574	44	1	396.415
5938561	55	0	19.5874
4995588	67	1	12.4108
3738968	45	1	402.987
2990818	56	0	-10.9015
2170496	63	1	-12.8273
6021595	59	1	63.7771
3022201	45	0	378.302
3659025	56	0	4.43033
3518905	43	1	11.1663
2145654	65	1	-9.85198
2039892	69	0	159.599
5485014	45	0	-12.5013
2810589	46	1	-10.9173
3822478	63	1	37.4699
1317122	48	0	392.157
4252226	58	0	74.8339
1076811	47	1	83.4829
3900890	53	0	69.5295
4480806	66	1	59.5712
1698693	56	0	-13.4523
4386581	44	0	-0.0226552
1419405	58	1	78.9535
2590278	44	0	6.37371
4408587	68	0	-9.97897
1996368	59	0	85.2184
4944895	45	1	328.926
1761899	51	1	21.6156
1485728	41	0	6.37454
4285189	57	0	20.68
1639591	57	0	402.959
4318699	67	1	-9.8043
5575137	45	1	-11.137
2370667	50	0	-12.6418
1933363	50	0	45.5244
6014443	41	0	34.1365
5000969	50	0	60.4538
5884034	63	0	102.786
3045546	61	0	58.2425
2359292	60	1	-13.6498
4474845	68	1	97.8532
3460736	55	1	85.742
2226907	66	1	101.055
5460231	42	1	146.866
4041628	49	0	35.0902
4426026	55	1	80.6025
3716536	50	1	93.4815
2794412	50	0	-14.4364
3899950	68	1	-13.2063
1983662	42	1	4.40046
3338847	59	1	-9.56654
4091589	47	0	-12.8579
2877162	60	1	-10.113
2995504	49	1	-10.9855
1429618	63	1	-13.184
4983469	51	1	-11.8808
3574065	41	1	-11.0466
3922166	61	1	64.6541
5998016	47	0	67.8492
1417105	62	1	-12.113
2324322	46	1	83.7989
1207469	47	0	-13.8454
4316302	47	0	193.269
1225737	41	1	-13.9252
2224587	46	0	144.17
3614928	51	0	70.5878
2651151	42	0	407.497
5420891	69	1	-10.0364
1931773	60	0	-12.9378
3117895	58	0	-15.1415
2917537	60	1	-11.8414
1247640	52	1	-11.0952
1357666	48	0	21.2504
4340008	41	0	-13.0608
1480205	47	1	-16.5614
3913769	44	0	-12.3664
5636326	69	1	-11.7926
1442542	62	0	-12.5347
3911318	66	1	-10.4023
4786219	55	1	-11.8732
4684035	54	0	-12.6116
2041327	45	1	21.154
5846088	52	1	66.0963
4863798	56	0	54.2827
4462955	47	0	77.9751
1653439	60	0	86.0105
5877546	54	1	64.9396
5943511	53	1	-10.1033
4541934	57	0	28.722
3354508	65	0	-14.4896
2953011	43	0	-14.4438
1596262	43	1	-13.92
5600461	49	0	-14.8325
1792261	40	0	-12.0687
2686291	61	1	2.00399
5236026	67	0	-12.544
2742659	43	0	-8.11109
3931871	41	1	49.296
2061028	63	0	-11.4649
5225611	52	0	298.128
1535546	49	0	154.62
3701848	47	0	-6.86916
2485908	47	1	157.171
4152224	64	0	-10.7829
1194602	44	0	17.0091
2955963	55	0	21.6887
3174111	41	1	66.6261
5931807	51	0	-13.2722
5307890	52	1	-13.0718
4285216	52	0	-12.36
3797325	63	0	51.08
5549072	56	0	-10.7433
4501480	49	1	-10.5674
5554552	65	1	-0.282284
5286594	60	0	-12.6969
1202514	52	0	99.5549
4674790	43	1	408.527
5129864	41	0	384.246
1210892	40	0	-11.7149
5237657	66	1	-10.4637
1447302	54	0	95.3993
2172618	42	0	-11.0016
3485194	41	0	77.5854
1186643	50	1	64.289
5920211	59	0	-12.2116
3352471	69	1	70.8199
3510849	58	0	-11.1516
1690989	44	1	-13.7363
3956073	69	0	-11.9616
3933561	51	1	19.9405
2062380	63	1	61.581
3296310	53	0	92.9508
3690383	62	1	19.6446
3596478	53	1	24.5115
5443938	55	0	57.2551
3890477	56	1	-12.4253
3761470	50	0	-11.4297
5405551	48	0	-14.1421
5254580	40	0	60.7104
2856149	52	1	-12.9993
3647056	52	1	101.805
3249014	51	0	-11.7862
4921796	69	0	23.7122
3727705	69	1	-13.5002
3533697	42	1	390.973
3645765	50	1	24.4391
2392400	44	1	412.251
5715022	58	0	-13.301
1282474	41	0	81.6759
5827972	60	0	-14.6179
4500794	68	0	-14.0435
5924033	61	0	-12.9696
3738010	66	0	-10.7759
1911791	63	1	-12.4719
4793109	59	1	157.668
2707527	69	0	-2.77902
3799641	52	1	-11.8683
1858449	67	1	-11.5509
5590578	48	1	-3.44076
1257591	57	1	-12.3199
2090100	67	0	-10.5982
2584631	57	0	25.6378
4645041	50	0	-4.78881
3692930	65	0	-12.5609
3471733	41	0	-12.3714
2280994	43	1	-14.0172
2904467	43	1	-15.3128
4435899	64	1	-13.4104
6007782	55	1	-10.6723
2627980	65	0	-10.0457
1126829	58	0	-12.5332
1153487	60	1	-12.7455
1763687	60	0	-1.98462
3629548	66	1	2.47152
4229412	55	1	-0.945624
4139252	56	1	-11.1279
5890739	50	1	88.2283
3644731	40	1	57.6003
1316398	69	1	216.61
2412851	69	0	353.46
4190613	57	1	3.04672
1013592	47	0	339.265
3875956	40	1	330.3
2326720	62	0	384.221
5317845	56	0	-8.24233
2029264	43	0	63.4814
4127506	60	0	-13.1177
2795902	42	1	48.0075
2389527	50	1	-5.70039
4108396	47	0	-15.868
4669937	57	0	-14.8363
1109096	49	0	19.0482
1921639	63	0	-11.3881
5656603	47	0	-13.7337
4441890	67	0	46.0851
1916148	62	0	-7.54704
4966885	61	0	-13.6721
5961753	67	1	-11.4057
4897776	64	0	103.702
5296226	47	1	-3.01516
2947418	53	0	-14.733
3019842	61	1	-13.1644
3498412	45	0	-0.753977
4344719	70	1	-14.5807
4189038	48	0	-10.8963
1727631	41	0	-13.9575
4537506	47	0	159.69
2901305	53	0	-10.5546
4789794	50	0	-11.8073
5741109	62	0	-13.9593
3497448	59	0	-11.986
1795713	52	0	364.208
2836205	55	0	-11.1848
4683785	42	0	-9.44266
5149690	42	1	-6.71837
1513785	46	0	6.17401
2005952	48	0	8.44683
3358323	54	0	385.418
2672170	42	0	71.2119
5477675	40	1	70.777
2035838	43	1	96.7938
3155370	60	0	-12.9618
2174552	55	0	330.994
4339533	42	0	278.385
2793560	56	0	72.357
3261853	58	1	361.859
5780977	53	0	255.106
4490375	54	0	-12.6027
5836468	49	0	-13.9954
1014303	41	0	386.785
1687590	51	0	-6.33441
1431092	51	0	158.649
3053256	67	1	-14.6368
5654430	58	1	5.5672
4891439	54	1	402.089
2901573	51	1	-8.28121
3226554	60	1	-12.2169
3305557	42	0	393.013
4989770	62	1	99.1342
2417137	53	0	155.687
5674156	42	1	179.306
5635434	47	0	190.41
3672462	59	0	-10.3404
1499704	48	0	3.98049
3717236	57	0	-11.5587
3749822	62	1	-12.4021
2851716	45	1	36.1783
1623901	51	0	-8.90784
2511818	46	1	2.92403
3723079	67	1	63.2311
5599174	40	0	15.1753
3344551	50	0	61.3964
2921913	52	1	72.3542
4582021	52	0	-3.30659
2500145	68	0	54.8801
4014216	48	0	-9.32939
3773391	42	1	5.26469
2728930	43	0	340.611
3631694	67	1	-13.1805
4501008	42	1	16.0546
5287424	66	0	-13.569
4800435	58	0	-13.3232
3837009	68	0	54.7783
3056163	54	0	-11.7874
5446985	41	1	-12.3169
2977361	56	0	-11.4452
5963191	66	0	48.844
2725761	64	0	-15.9232
3259837	60	1	-14.6668
1726289	66	0	-14.5316
5229794	52	0	-14.2484
2670249	54	0	4.44114
1899595	60	0	-8.80893
3088028	42	1	-11.4433
4654344	66	1	-13.1953
4876866	66	0	-12.2382
2117587	57	1	-9.92156
1100101	47	0	-9.85054
4115000	59	1	-14.9022
5894724	68	0	-12.8737
5007154	64	0	-13.4403
4927975	65	0	-11.909
5264894	49	1	-11.5967
1925486	68	1	-12.5271
5392019	64	0	-8.1737
2967129	58	0	-11.5958
2800900	50	0	-9.09733
2751966	60	1	-12.3168
4028305	41	0	-12.6119
5679824	55	0	84.4517
5131361	51	0	98.0452
3116634	47	1	-9.10556
5392660	57	1	79.1781
1284525	46	1	404.499
3684173	46	1	-11.8214
1253148	52	0	65.1185
3138193	66	0	-12.4261
1446448	43	1	-11.2347
4687435	45	0	157.355
2064917	59	0	-12.6853
2774108	68	1	-11.9722
2377114	52	0	95.8572
1732089	42	0	108.021
5738070	52	1	48.6291
1667594	66	0	108.788
3367380	44	0	367.704
1984787	51	0	26.1431
2075921	62	1	157.896
1292895	68	0	5.00707
1795780	43	0	-12.2617
5258136	57	0	-11.6541
4323807	62	1	63.9277
2220415	49	1	-14.2042
3973820	65	1	97.325
1481229	54	0	-11.6899
2636080	67	0	-12.9259
3971266	68	1	6.76455
4280855	43	1	-4.44126
3228399	62	1	-10.4853
1360525	41	0	85.9928
3530052	51	1	60.614
2233874	42	1	399.004
1415546	69	1	79.7034
2960667	47	0	312.06
4626672	40	1	57.9287
3210231	58	1	16.6287
3883048	60	1	-12.4639
4742509	69	0	-12.4852
3524169	56	0	156.215
1950157	63	0	-12.6518
2846889	53	1	-12.8845
3322193	67	1	-12.0016
2921839	56	0	-9.37406
4524455	54	1	89.1509
4068031	56	0	-10.8837
1509517	51	1	-12.4593
3903793	49	1	-13.9718
5498023	68	0	-10.6547
4078069	64	0	-12.1139
1827655	45	1	-11.0077
1695492	43	1	64.6748
2068215	65	1	-12.0048
5110437	62	1	-11.9089
3200841	57	0	366.297
3974087	55	0	-8.95131
1963028	55	1	404.239
1639729	66	0	-12.4789
3399384	67	0	-11.5956
5274654	61	0	-12.4539
1490563	63	0	-16.1715
5384166	68	0	-12.0095
4738168	65	0	-10.7385
1573994	46	0	-13.332
5967205	50	0	84.1361
2140507	46	0	-14.9125
3057813	68	1	1.7786
5199355	49	0	15.9038
2359288	47	0	383.022
4497284	63	0	-12.5183
3661115	62	1	-10.317
5261118	60	0	-11.6696
1893551	41	1	402.987
5274366	56	1	41.6852
3318736	48	0	112.644
1291713	54	0	-12.8014
5623179	43	0	355.269
1617660	53	1	-16.9028
2898463	40	0	404.246
3190801	41	1	413.736
1885424	58	0	-13.124
1649553	46	0	-12.1831
2452688	65	0	5.82613
4723771	67	0	-13.0545
2308912	52	1	-13.9808
2878764	43	1	98.1938
5153258	48	0	16.121
4158024	55	0	-12.5043
5796558	61	0	76.4105
3876202	51	1	25.8249
3007962	66	0	2.06569
2990862	57	1	163.17
3760516	50	0	23.318
5901843	42	1	-10.4299
2111633	67	1	330.545
3882109	49	1	40.0794
2933526	53	0	191.191
3418795	63	1	-12.3551
3944381	66	1	-12.5685
2038902	62	1	405.698
4627068	52	1	2.24641
5161632	48	0	323.82
5346524	63	0	-11.8209
4365283	59	0	-10.4
2661114	56	1	-12.9298
2667745	66	0	-14.3624
1450060	40	0	355.812
4960179	40	0	66.2888
5689776	43	0	2.63015
5697856	43	1	308.761
1530025	56	0	149.231
2517903	46	0	160.926
5025006	46	0	-1.3232
3315842	52	1	6.83521
4509714	66	0	-13.4275
3665975	42	1	51.1192
4813446	55	0	1.5894
5184217	56	0	-10.9647
1576434	61	1	-9.02384
5924103	45	0	-12.0812
1527537	60	1	-12.0589
5531538	45	0	-7.1893
5651641	67	1	-14.2616
3053225	48	0	172.348
3931866	48	1	381.818
1377330	46	0	-12.4007
4338696	51	0	-7.36725
5335674	47	0	378.442
2333996	64	0	37.5508
5573928	49	1	-11.7016
4202780	42	0	-7.44857
4093049	47	0	-13.5518
3435933	46	1	58.9467
1410540	60	0	72.9465
4281707	41	1	66.8326
4244514	60	0	-7.45217
2204570	41	0	10.5428
4429145	54	1	-13.1277
2047619	52	0	361.461
1437561	57	0	-4.36871
1093526	60	0	-9.98168
2649162	44	1	66.6394
5314317	49	1	-10.8102
5923663	68	1	-11.8071
4256414	47	0	-12.5288
3905456	64	1	-11.6937
1342691	40	0	-4.08991
4949427	62	1	156.528
4642243	42	0	152.186
5206913	66	0	-12.4622
1198665	51	1	-12.1766
5774587	53	1	-4.14055
5880536	50	0	200.362
5163607	61	0	-10.9013
2638149	54	0	-12.4956
4839341	55	1	-11.3483
5731617	60	1	-11.379
2614671	69	0	-17.0637
2247247	54	0	-11.9821
3373495	63	1	-11.8581
5329344	46	0	387.435
2785797	69	0	-11.6672
1657813	44	1	-14.7342
5759152	52	1	-15.5648
5066067	44	0	-13.4464
4230162	47	0	38.0973
1487183	44	0	399.874
3837252	63	1	-13.5629
1019449	48	0	-12.9456
2792339	62	1	-10.0642
4885014	51	0	-11.3503
4745599	63	0	-13.748
3467502	59	0	-13.0827
3922846	46	0	6.10847
1435760	68	1	-13.1049
1809095	62	1	-13.5959
5169973	58	0	-11.2388
4848854	60	0	172.943
3022118	53	1	-13.2227
3005369	49	1	13.3914
4508026	65	0	-12.6692
1988906	43	0	389.361
5663084	45	0	391.004
2874452	70	0	150.5
2797820	62	1	132.488
6021304	54	0	28.7433
2866451	40	1	87.69
4273245	47	0	76.4807
1568571	60	0	-12.2324
5811429	61	0	-12.1731
3291863	43	1	-10.1257
3585870	62	0	-15.2866
4506681	54	1	-9.34603
1248867	48	0	65.2949
2695263	57	1	71.8127
2233547	52	1	33.6532
2744833	66	1	19.0685
2428013	41	0	44.4905
5769605	52	1	43.6785
5207392	65	1	53.2474
5225683	45	0	60.791
2882528	49	0	337.446
1024778	47	1	58.6649
1476527	41	1	53.3618
3483895	53	1	69.9386
2890164	67	0	-13.376
3002926	47	0	68.7673
1165371	40	0	55.8338
1507602	42	0	37.3288
2961505	42	0	368.682
3157086	59	1	62.2606
2713245	65	0	20.9629
3324296	41	1	-11.634
1560292	66	0	48.8412
2794863	44	0	408.634
4439716	58	1	75.6423
4969722	54	1	409.581
1485687	43	0	330.275
4375434	69	0	12.5811
5164059	66	0	-14.3606
2182175	61	0	22.6798
1822307	46	1	41.0878
4255761	61	1	83.4517
1943471	68	1	61.7469
5841592	69	0	-12.5673
3310737	64	0	-13.2863
4274338	44	0	397.695
3658073	59	0	-10.3938
2081849	59	0	18.6452
4454148	46	1	72.7398
5500725	58	1	-9.9528
5788894	43	0	7.13234
1667130	42	0	-12.1787
5405063	42	1	18.6899
1087169	45	1	110.58
1061315	44	0	6.65456
4319574	63	0	143.698
4213770	47	0	14.4331
2509567	68	1	78.8016
3043196	58	0	-12.8617
4276578	60	0	7.88099
5254259	58	0	98.4008
1902847	52	1	-11.1012
4334749	50	0	396.926
1319963	57	1	40.8936
2121451	54	1	14.7901
4958298	42	1	98.3576
5966995	46	1	160.367
3163301	68	0	54.3041
4693428	42	1	57.8479
1908806	69	1	-9.31064
3254290	53	0	334.268
5195157	65	1	-10.7506
2308732	41	1	-10.2715
3848398	62	0	-13.3565
2592389	64	0	-7.30286
4041010	54	0	-14.4062
4398698	58	0	-15.4765
1028881	60	0	-12.1879
4539024	42	0	-14.4645
2469159	52	0	-11.7573
