indiv	AGE	SEX	PC1
1976588	68	1	-14.0081
1222567	59	0	-11.6696
5574867	44	1	13.6651
4558377	55	1	62.3729
4130540	52	0	68.1454
3345207	64	1	62.2489
5157951	43	1	64.5749
3685139	54	0	106.87
3769876	69	1	77.6211
4501830	63	1	46.4458
1319344	59	0	398.592
2190585	51	0	412.52
1382328	42	0	-12.2018
1961210	62	0	100.911
5886392	50	0	16.792
5035653	69	1	-11.1907
5629905	61	1	-12.216
3697911	44	0	39.247
3185558	51	1	-11.1679
5828182	64	0	-12.0915
4798388	61	1	-15.4817
5300858	66	0	1.32107
1766574	41	0	-5.32506
4775116	65	1	-10.7598
2742152	51	0	-12.3156
2688186	66	1	2.75201
3052407	49	0	-3.19783
3802370	63	1	-13.9491
1586831	45	1	364.481
2778856	49	1	5.57667
3172948	64	1	-13.1486
5551443	50	0	158.136
1523943	50	1	-10.607
4833308	40	0	-2.80845
2148722	44	0	-12.1288
4080554	47	0	400.549
2665050	68	0	23.5465
4049923	58	0	72.58
4381920	58	1	374.245
1146971	63	0	18.4074
5649328	41	1	398.545
5980769	50	0	-11.211
2704879	48	0	23.2093
4252977	67	1	59.3755
4369191	63	1	-14.1523
2613477	60	0	-13.2323
2783938	42	0	-13.5959
4251919	43	1	92.5525
5828645	68	0	17.1533
4781749	66	0	24.1933
2660763	67	0	-12.4012
4323565	68	1	100.887
5321073	44	1	400.54
4888567	61	0	-11.0821
2044298	54	0	124.325
2702110	45	0	5.33303
3862778	45	1	2.19514
4029197	57	0	-13.4495
5146079	51	0	371.988
5731133	41	0	-14.1482
2823912	44	1	156.529
2389845	45	1	403.192
1187845	42	0	74.9004
1716015	65	1	-12.3843
5921828	56	1	71.9963
2544120	63	1	5.26728
6011862	43	0	-10.9697
4762866	62	0	-7.60749
3129046	56	0	71.5035
2102628	46	0	382.646
5731736	40	0	10.6246
4539274	52	0	14.3857
3164562	60	0	-3.03635
1351910	60	0	97.1545
3977837	67	1	146.362
1062886	56	0	85.8308
4426742	50	1	50.614
4328073	53	1	87.4607
2327724	45	1	242.334
3556488	47	1	4.77731
3243475	65	0	12.7471
1491542	53	0	-11.9591
4007130	45	0	160.13
5417630	56	0	-9.86055
3878643	50	0	46.6718
4968300	68	0	343.095
2504492	45	1	408.865
5604660	64	0	-12.523
5544815	60	0	-12.4525
4705935	63	0	-10.0671
5889109	54	0	-12.5376
2286247	46	1	56.4843
3108842	49	1	-11.9051
5600325	41	1	0.322745
1709872	60	0	68.691
3493666	47	1	100.651
2401760	67	0	-12.5524
3126231	59	1	-12.2521
4041902	56	0	-13.882
2147651	46	0	43.6003
2879854	65	0	-13.4343
2952023	46	0	362.176
5077921	57	0	-11.594
3744070	40	0	366.869
3115725	59	0	404.617
2368200	59	1	67.3042
3889351	65	1	-13.847
4107262	63	0	-13.3974
5258901	65	1	-13.0427
4827719	69	0	-11.6654
4104333	60	0	-11.2195
4860532	44	0	-3.92853
5684682	68	1	31.0492
4373586	55	0	2.61211
4842165	60	0	-14.0722
1812801	66	1	62.3362
1012079	59	1	-6.04572
4978318	59	0	78.0887
5724298	62	1	-9.88753
2243932	68	1	61.5797
4930621	60	0	65.223
1803686	69	1	-11.8543
4608391	42	0	-13.3006
1834481	41	1	62.386
2140301	49	1	-13.9127
4553847	43	1	151.823
3441388	48	0	-12.9872
1394148	56	0	-12.8849
5650631	61	1	-14.3015
1676693	49	0	376.944
1754257	47	0	390.371
2394623	70	0	-9.17608
5525953	68	0	-12.6182
2210866	69	0	-12.3679
1221423	58	1	-12.4645
1962391	66	1	-13.9439
2742779	68	1	-14.4288
5148092	45	0	-12.1105
3613232	51	0	39.9191
5837621	44	1	18.7659
1277291	41	0	104.625
4745805	42	1	26.2472
3128008	53	1	298.005
1313651	69	0	-10.4674
3507467	40	0	62.9331
3764249	67	1	69.415
1709150	55	0	150.012
2099158	42	0	13.9932
1413838	64	0	-9.71658
3404980	56	0	193.311
1892805	47	0	11.8505
1303295	43	1	325.107
5109244	47	0	158.643
1283314	43	1	-6.64135
1038331	52	1	-15.9339
3248624	50	1	407.478
5167687	64	1	-11.5143
2377530	43	0	158.966
2056285	40	0	-10.5852
2612840	65	1	390.875
1413619	65	0	90.2643
5990502	69	0	-15.9129
2404005	45	0	-4.75357
4790792	65	0	-13.8317
2969869	67	1	-13.4391
4438642	61	1	-12.4132
3527516	58	0	-12.6332
2863849	49	0	102.079
4789526	40	1	114.043
4161361	58	0	-11.7623
5226577	50	0	38.2066
1007632	51	1	3.48392
2350796	62	1	-12.8339
1228360	64	0	0.134243
1087768	59	0	-9.23801
4728516	57	1	68.4965
2513004	67	0	-11.4677
2948924	59	1	83.2319
1727446	41	1	2.50365
2449703	48	0	73.7216
3176475	52	0	19.5231
5963589	47	0	-13.3957
4812433	68	0	-12.447
4904581	48	1	-13.346
4710613	60	1	396.618
3733077	65	0	2.43984
4783833	61	0	406.957
1138480	62	0	30.6949
3236372	56	1	19.8629
5806865	44	0	403.424
1457852	41	1	94.7015
1798874	70	0	308.052
3011984	62	1	22.0265
2427409	46	0	2.77293
3112207	52	0	157.877
5750336	56	0	55.4414
1012833	61	0	160.563
1013293	46	1	66.8191
5890138	61	0	406.13
5364759	66	0	-5.14603
1202881	43	1	82.473
5278001	41	0	-13.8493
3148370	47	1	-10.9208
2198425	58	0	-9.05752
2336282	48	0	-12.723
4694083	65	1	96.5233
5402116	68	0	375.039
1744620	63	0	-10.9411
2348661	59	1	-10.0011
3989764	56	1	-14.3925
3356748	65	0	88.7696
2070749	52	1	392.768
5549800	58	0	2.75144
1535132	47	0	5.97629
6008170	49	0	-9.44253
2196864	65	0	-11.1193
2793461	63	1	-12.4264
5111529	56	1	-12.2512
3622632	60	0	-12.5025
5583345	57	0	-10.7406
3269383	66	0	65.465
1238712	47	0	63.1533
4781463	56	1	-10.7406
4267391	40	0	95.7932
4434985	50	0	13.0567
5645678	60	1	-13.1846
3640321	66	1	7.6173
1128432	55	1	156.847
1708677	65	0	95.5366
2350938	57	0	19.1622
3016945	56	0	9.6485
4866923	63	1	-12.0481
4823861	67	0	-11.8467
4927145	61	1	19.1532
3056257	46	0	-14.2628
1630014	62	0	21.6757
3892064	64	1	180.307
5306311	60	1	24.2029
2400638	66	0	43.5172
5493453	42	0	21.2838
1896627	45	1	402.302
2562912	46	0	88.7041
4512173	42	0	34.8492
1038242	42	1	23.1808
3816484	49	1	-10.8452
2354592	54	0	149.86
5503198	55	1	127.368
3237036	64	1	9.17888
4839159	48	1	357.018
1177196	45	1	-13.2366
5330597	45	0	-14.6487
5853011	42	0	-8.51485
1670983	67	0	-12.1724
2507558	52	1	-9.58652
3009933	46	0	60.5633
3706662	51	0	3.58899
5678684	67	0	-10.9501
5310863	62	1	-11.3073
2669791	53	1	-13.3918
2260657	55	1	-8.9206
2132456	52	1	-8.2278
5186398	51	0	9.80035
2765616	52	0	-12.772
2962612	55	1	364.164
1478941	47	0	406.908
3174109	44	0	-8.0753
2703179	67	0	96.3855
1891774	45	0	404.848
2102496	49	1	-3.95943
3748960	48	0	-11.1735
3002806	63	1	-9.66737
2185729	48	1	101.125
5897152	51	0	117.173
2240884	59	0	401.333
3045282	63	0	153.142
4084139	49	0	69.3949
5442192	53	0	12.4103
4055839	69	0	-13.3396
2936573	69	1	88.4568
2680220	40	0	397.309
1492929	64	0	91.6428
1653024	57	0	-12.2051
2210180	55	0	-12.0153
4408262	51	0	-12.0748
3225467	55	1	58.8219
1292155	45	1	140.347
1523628	54	1	158.089
5360402	56	1	-11.3671
1195190	47	1	-9.81877
1509478	68	0	-14.3692
1832174	47	0	-9.93704
2647225	48	0	74.9113
4869122	68	0	-7.32913
1620629	55	0	3.80166
5713176	63	0	23.7884
3016591	44	0	81.6111
3365585	49	0	-12.4539
1150999	52	0	10.8682
5359595	45	0	5.29438
4918871	65	1	-14.7538
1653141	54	0	-5.22946
1565421	48	1	-13.6631
4577099	65	0	1.78957
3178124	57	1	-11.1941
3657931	45	0	11.4748
1552494	41	1	327.612
4018360	40	0	91.6313
4452262	55	1	62.7502
2203342	44	1	60.0396
2007724	58	0	79.2984
1514584	62	1	60.6405
5877974	62	1	9.01511
4586802	59	0	95.3852
1417988	53	0	100.473
4114929	51	1	341.387
5094567	42	1	-12.6667
5943747	61	0	-13.8416
1516962	50	0	26.6526
4492479	49	0	68.7442
3486908	60	1	-9.8215
4793688	62	0	-10.3543
1719398	51	1	-14.5936
5043117	61	1	-13.7194
1552700	41	1	-11.3921
2625738	43	0	-15.2547
4566930	54	1	-15.6626
5996679	60	1	-10.7135
4848661	43	1	-13.8378
2113759	66	0	-15.8682
4430300	43	0	-16.0605
4389635	44	1	393.789
4513014	63	0	73.58
5742245	57	0	409.594
4922315	52	1	-14.0918
3611470	51	1	60.1311
3093886	51	1	-12.646
4452833	43	1	362.339
3812887	62	1	11.4787
3113033	63	0	16.1918
3246224	68	1	-10.4667
2888935	50	0	378.442
2515761	43	0	23.5613
3797967	42	0	-15.2259
3636495	60	1	12.2961
3496690	61	0	44.3006
5665663	53	1	22.7004
1365533	66	1	23.056
4917516	62	0	-10.5267
2443655	54	0	-10.8151
1479383	57	0	-11.2082
1760622	62	0	-11.331
3723591	62	0	23.6125
5529871	45	0	-3.6487
3581902	46	0	-15.257
2109204	48	1	406.617
1509640	67	1	-12.652
4633383	62	0	-11.2773
1885109	56	0	-12.5479
5823002	54	1	-14.8241
1128741	45	0	-13.2311
3927247	58	1	-12.7134
2503344	54	0	-13.1317
2165350	53	1	97.0294
5728983	61	1	-12.5721
4163409	47	1	93.2634
2685564	68	0	-17.0334
1212860	50	0	-11.6348
4179001	57	0	61.3706
2714136	63	0	-12.6597
2985293	54	0	2.88158
2063025	43	0	7.28004
4790871	42	0	-13.4753
2915374	41	0	-11.673
4782347	42	1	395.748
3726610	62	0	-3.2867
2878723	49	0	24.1362
1682742	54	1	404.821
1022025	55	0	-10.728
4586839	45	0	-10.8606
2281577	59	0	-11.9857
5758120	64	0	-12.9241
6002687	67	1	-12.3891
1407451	52	0	-11.2019
2118700	43	1	244.107
1253428	69	0	20.2558
4003553	61	1	84.2676
4780082	51	0	235.828
3608178	65	1	22.2609
2171644	42	1	-13.9283
5390098	60	0	22.4557
1984678	53	1	-12.4042
2077372	45	0	-12.5474
5176537	62	0	-10.3623
4469492	65	0	383.805
1936809	60	1	11.1498
5029439	66	0	-14.262
3178782	67	0	-13.3564
4412354	42	1	-12.5397
3749707	47	1	37.4515
3630043	61	0	-6.76447
2263154	45	0	5.04031
3323171	66	1	-11.6989
1463166	65	1	-10.5088
5748384	59	1	-9.45916
5720817	63	1	-13.1471
2630768	45	1	403.163
3573996	65	0	2.05172
4040863	58	1	-14.2491
1065587	42	1	159.486
1241338	44	0	-2.3695
5665964	62	0	201.501
2392583	51	0	337.013
1052511	61	1	-10.1072
2885563	42	0	102.57
5198486	66	0	8.93007
4196989	69	1	81.7443
4998828	55	0	-8.06879
2316418	55	1	-6.54554
2641512	55	0	64.229
3461421	62	0	85.3531
5860121	55	1	391.631
4610504	40	0	93.1205
5985536	66	0	-4.40201
3864255	40	1	374.722
2740198	49	1	48.8588
4268291	43	0	195.536
3202131	62	0	-1.24716
2655877	65	0	83.7883
2825969	64	1	403.748
1178798	64	0	27.7638
3306203	52	0	-1.49691
1836372	68	0	-0.229125
1356610	49	1	99.2953
4177902	42	1	402.524
5838131	44	0	-4.41751
1557922	48	0	368.07
5275995	61	0	37.6734
1390402	52	0	387.492
2422267	50	0	374.236
4692655	69	1	384.415
1035195	48	1	404.068
3544541	48	0	157.284
2455808	60	0	45.0778
4964005	48	0	153.202
3305867	53	0	-12.7933
4884569	52	0	10.0224
2095293	69	0	-11.4232
1500938	50	0	-12.9355
1619547	50	0	-8.05129
2202151	50	0	-10.3313
1936745	42	1	355.734
2639544	65	0	-9.76561
3989740	64	1	-13.4832
3984224	67	1	3.61235
1899471	52	1	415.92
2512133	55	1	407.194
5054321	57	0	394.108
5808218	50	1	-4.27913
4841978	64	0	-12.3092
1214607	68	0	5.36123
5031527	58	0	-9.8245
1589194	56	1	73.2378
3767464	65	0	-13.4901
1179689	55	1	-13.355
4569491	61	0	-10.0634
1444980	67	0	-12.4307
3634622	67	0	-11.3565
2636494	54	1	-5.90584
1418372	62	1	-11.9426
3898100	63	0	22.5375
4524969	46	1	9.57676
2311900	54	1	-13.1899
4990536	66	0	4.29279
4365634	46	0	-11.8076
1231883	52	1	-12.8136
5472972	63	0	-11.4663
1057929	65	0	-15.2556
3425075	63	1	-11.7347
4621499	41	1	6.39208
1759337	45	0	-12.5522
2700479	49	1	-13.6681
4852783	42	1	312.793
1928632	62	1	-14.9126
1872354	44	1	48.7661
5792554	54	0	323.319
4396107	40	1	58.3487
2205950	49	1	24.4503
3008653	63	1	-12.2859
5076325	45	1	4.23788
3770282	65	0	56.3892
1698676	49	1	34.7415
4941164	40	1	-3.23536
2507946	44	1	-8.24836
1998565	62	1	407.402
5320823	40	1	154.205
3764741	59	0	-14.7725
2331272	47	0	58.2919
2449359	54	1	24.106
4367348	52	1	75.8375
3659042	64	0	-12.1311
3035219	60	0	397.923
3455532	64	1	362.675
3622242	54	1	-12.4826
1859731	64	1	-13.2963
1019392	41	0	85.9297
2281941	67	0	-13.137
2297379	57	0	365.351
1848726	61	0	58.4178
1020172	44	1	200.797
3232033	44	0	59.5144
4593807	45	0	84.7124
3075855	69	1	61.9801
2057947	61	0	65.1549
4423546	54	1	-13.0562
3101991	55	1	-12.2094
6014713	67	0	19.8393
2058205	52	1	-13.3465
5073632	63	0	5.42019
3596702	41	1	156.11
5940840	64	0	2.57691
1475523	45	1	61.3513
5393796	62	1	200.858
5312795	49	0	410.166
2847695	65	1	94.8955
2874708	62	0	55.8743
3447959	61	0	-0.386515
2459471	66	0	-12.7959
2611699	68	1	96.396
2957732	65	0	-12.4364
5491573	68	0	-13.4868
4382053	63	0	151.995
5992410	42	1	54.5986
5222904	56	0	21.6077
4066399	51	0	64.2226
4249499	61	0	83.0717
3931684	61	0	8.19592
1556232	43	0	404.335
1608183	60	1	21.5278
1369779	42	0	401.403
2185251	69	1	3.84141
4291441	45	1	68.8613
4438415	46	1	341.795
1906599	62	1	63.1669
2240980	49	1	-6.09631
1239087	60	1	-13.3372
2010404	57	1	391.27
4751177	52	0	-14.105
5720450	48	1	68.3062
5469167	46	0	405.309
3969304	65	1	6.6937
3178868	54	0	403.817
5507596	64	0	70.5298
3880905	68	0	-12.311
5068034	66	1	21.6526
4010931	55	0	151.778
2587046	65	0	327.914
5672369	63	0	60.5367
4286650	67	1	207.147
1059613	67	0	-10.0285
1760060	63	0	339.99
1389625	44	1	145.118
4960568	54	1	413.184
1399306	48	1	94.6722
2808462	49	0	-13.8962
2446620	65	0	399.812
4754572	53	0	-13.2144
1377937	45	1	68.5373
2911874	45	1	364.998
1469626	62	0	20.0214
4516019	46	1	195.561
5059974	62	0	21.4854
2756997	47	0	95.1906
4377863	69	1	70.5624
1128167	42	1	393.532
5953027	54	1	98.3501
1467756	41	0	4.9425
1341319	47	0	-16.1108
1769547	45	0	-11.0796
5459885	56	0	-2.30082
3555539	62	1	404.194
1961386	55	1	410.578
5956559	45	0	-12.5012
4225111	46	0	199.496
5423959	43	1	8.6444
1501410	44	0	155.257
2548173	55	0	-13.1778
3644671	67	1	-9.6292
3913514	49	1	66.4196
1114306	64	1	89.6519
5517869	69	1	-13.0422
1277495	56	1	-12.2405
2451195	40	0	-6.95166
4293586	46	0	-14.0949
2965555	65	0	-12.3769
4177003	53	0	-12.351
1116992	48	0	38.0308
3204655	44	0	-15.1526
1896913	45	0	-14.4713
1342789	44	1	-11.9548
3290488	62	1	-10.4047
4700717	55	1	-11.824
3611711	53	0	-11.5494
2748334	55	1	-9.9466
2878853	56	1	63.0709
1241597	57	1	-12.2299
2325113	68	1	-12.4507
3263935	42	0	-14.1246
4354433	59	1	-5.61334
1918972	43	1	-11.0389
1805359	48	0	5.49346
4012317	62	0	-12.9579
1434164	61	0	-13.8512
5584099	62	1	34.3032
2154427	42	0	105.536
3248127	40	1	393.504
5324654	54	1	-9.57888
1051443	42	1	1.23351
1161989	64	0	-14.0817
5480415	60	1	-13.8996
4829236	43	0	84.3597
4404206	66	1	8.64195
1279302	68	0	109.122
1637126	51	0	7.08358
5782544	48	1	78.3315
2404668	48	1	1.20356
1086382	45	1	56.7729
3794709	46	0	47.3692
2820244	40	0	56.3504
4008620	58	0	56.457
5131424	64	0	67.5322
4223964	41	0	24.2638
3435722	41	0	5.28991
2065310	50	0	-11.1831
4025601	54	0	-12.2618
3231226	65	1	-11.9222
4434592	61	1	-14.0982
1264799	63	1	101.879
5105528	42	0	-11.4482
2884925	53	0	-2.01438
3948481	54	0	101.38
3984858	51	1	-14.4608
1690426	55	1	97.2911
2073190	56	0	-11.6072
4295843	48	0	66.2475
2118263	51	1	35.0968
2441024	66	0	-9.79177
5971625	58	1	-11.8593
3811694	47	1	65.753
2603366	43	0	1.81017
5646275	66	0	-10.6757
5368519	66	0	-13.3302
5827743	49	0	406.458
3266817	46	1	409.238
2643970	42	0	-10.4277
2674970	42	0	3.96973
2975717	65	1	19.5375
1380912	61	0	159.026
2079862	60	1	93.4272
4411887	52	1	-13.4338
2019951	67	1	-5.565
5366864	64	0	20.6632
4805828	49	1	89.5593
1470043	63	1	-12.0059
4474036	70	0	-11.4284
1500294	51	0	-13.984
1735232	57	1	-11.3537
2144441	65	0	-11.5119
3054268	46	1	-11.2104
2138886	41	0	-14.8203
3760349	56	1	159.763
5937531	41	0	-8.72245
4100050	51	0	-14.0805
4211220	48	0	-14.8732
2501426	50	1	14.3164
4247882	54	0	85.8645
4748390	54	1	84.4171
3829912	44	0	-12.1224
1987650	56	0	412.479
3573058	41	1	-12.4713
5863067	63	1	-12.5474
2367629	57	0	22.9195
5893483	63	1	-11.6494
2137217	46	1	162.548
3252908	52	1	-14.9827
1520123	51	0	-13.8012
4161751	53	0	57.8301
1972573	66	1	-13.7518
1847620	48	0	-14.2874
3936617	49	0	18.1465
2876857	48	1	80.238
2652712	60	0	-12.4846
2014265	48	1	-12.4841
2556200	43	0	-9.91803
2656265	69	0	-11.6795
3358225	43	1	-11.2067
5277650	61	1	-13.3239
2272653	49	0	-10.0459
4679816	65	1	-10.2074
5867746	68	0	-13.8886
2350653	49	0	201.603
3899835	52	0	401.004
4846139	52	0	-13.636
1285088	50	0	-9.83926
3465812	51	1	84.4273
1242889	50	0	412.116
5089916	43	0	348.191
3767102	41	1	52.8955
2295378	66	1	-14.1526
2174517	60	1	-12.168
3603803	65	1	-16.7081
2566170	64	0	86.8742
2545421	68	1	60.7538
2414247	57	0	-10.525
3794453	61	1	-10.4561
4841476	63	0	-12.9757
1968900	63	1	78.364
2528975	61	0	56.8124
4554512	42	0	71.8885
2657359	65	1	62.4442
1976102	40	1	63.0993
3569546	48	0	-8.60243
3562281	47	1	71.5681
1660852	62	1	5.49363
3351900	64	1	-13.4831
2321836	63	1	403.081
3498177	43	1	-8.95858
1080989	69	1	-12.6914
2466718	47	0	389.745
2174631	67	0	-10.395
5824067	57	1	-12.9845
1471239	58	1	68.0488
4466122	61	0	-12.6037
2166366	70	0	-13.4713
3968849	68	0	-12.1853
1384608	47	1	376.9
4418938	46	0	203.577
5380593	52	0	100.924
1539184	47	0	383.417
5222930	44	1	407.993
3734603	65	0	20.7411
3051918	66	1	-12.7208
1339090	69	0	22.9903
1782067	65	0	-15.607
4046113	61	1	153.694
2406253	57	1	295.805
5260625	68	1	9.90083
4916829	64	0	8.46457
5460387	58	0	-12.7781
3109461	48	0	170.772
4487747	51	0	-7.46213
5023617	55	0	21.0496
5456203	63	0	-11.8625
3516327	44	1	-12.8065
3265209	48	0	28.9946
3832829	61	0	-6.91684
1513463	52	1	3.07454
1326372	50	0	1.46057
1147426	62	1	-15.1822
2176004	63	0	41.5167
1515339	50	0	-13.0502
2963248	44	0	-12.3174
4329579	61	1	3.92099
2409609	46	1	-13.6823
2462706	67	0	-13.1031
3316927	48	1	71.6956
1687438	51	1	6.01595
2359686	60	1	-13.3975
4564953	64	1	-11.5836
1786404	60	0	-11.4231
4801796	55	0	1.71385
1075994	42	1	-14.5349
2137725	53	0	-9.86618
1160615	48	1	-11.6856
1421501	67	0	-8.60325
3094494	60	0	156.832
3970623	59	1	-12.7784
2743755	42	0	65.1156
3913366	53	1	38.8805
2454997	67	1	-11.7971
4588664	45	0	3.16303
2845835	48	0	-13.0688
4081853	47	1	219.195
4019745	55	1	-9.66883
4943276	63	1	79.0582
4492904	57	0	64.6762
4669198	68	0	234.697
4137700	55	1	53.8234
3160999	41	1	33.6813
1888086	46	0	19.3629
5892553	53	1	-12.1211
4867546	56	0	396.598
1025521	64	0	63.1955
2559608	60	0	404.887
2388567	66	1	9.08494
3567006	53	1	22.5139
3595041	51	1	125.851
2946978	55	0	-13.6089
1309230	56	1	27.517
2010878	68	1	-13.4176
5683915	50	0	25.9754
1863428	44	0	151.939
1616355	62	0	405.032
2951965	69	0	50.4918
3199121	52	0	377.298
1676634	60	1	19.7286
1179485	60	1	29.3945
2162242	64	0	-13.409
3859922	67	0	6.02267
2195156	50	0	-10.5548
3390570	68	0	-12.6817
1038398	58	1	204.188
4837339	47	0	128.382
2005808	66	0	-9.45906
5390199	40	0	95.7048
3997677	49	1	61.4495
2774232	57	1	-11.9992
3012499	66	0	-11.8148
3210212	64	1	-11.7041
5830109	48	0	81.7048
5209642	58	1	-10.8284
2748730	46	0	-9.8582
3339011	47	0	409.789
4341068	41	0	27.058
3117417	44	1	13.6202
3507919	53	1	-8.67412
5878440	51	0	24.7703
2016456	54	0	-15.0141
3009203	64	0	-14.0946
2573260	69	0	-13.6982
4716587	67	0	401.337
5609894	55	1	73.2522
3043940	60	1	60.131
5299785	55	0	70.9087
4148060	42	1	57.8062
1757520	60	1	65.4857
6006430	44	1	60.0273
3802337	46	1	36.8901
4750267	69	1	35.0758
5191191	41	0	-12.9207
5205230	59	1	-1.90554
3345433	50	1	-9.73493
2884266	64	1	19.7456
4176298	48	1	-13.4339
5836845	53	1	85.1059
4076881	41	1	-11.8933
1617778	44	1	83.6182
2699525	58	0	40.1613
1211934	64	1	-13.1373
1338345	55	1	-11.4732
2648014	65	1	-8.94909
2343208	53	0	-10.1649
3066393	60	1	-11.6585
4739695	63	0	-9.95016
2424177	47	1	-13.6112
5738802	58	0	-10.3395
2052237	41	1	65.2344
4720448	42	1	-12.4783
3400274	45	0	157.479
4142003	60	1	-12.4466
2023460	49	0	24.5383
1049170	59	1	1.7465
4190848	46	0	7.34384
3198227	45	0	101.927
3377496	62	0	-14.4383
3642718	49	0	-9.83618
2691103	59	0	-13.5784
2596014	57	0	-13.8042
5592803	52	0	-7.23495
2595372	53	0	63.5684
3941582	47	1	367.627
4071303	49	1	22.0576
4755262	49	1	305.326
5505243	46	1	407.387
3140882	51	0	389.887
5004787	50	0	73.5802
4232345	47	0	-11.5087
2623094	67	1	401.884
4429469	54	1	-9.7364
4606650	49	0	-13.0562
1889930	49	1	159.599
2834410	45	1	405.795
5445571	53	1	42.794
1387087	46	1	3.41898
5266623	62	0	64.4293
4295493	53	1	397.099
3348102	52	1	86.368
2406265	51	0	176.107
3613010	44	1	-13.353
2464223	40	0	-11.4317
4693575	40	0	56.2333
5444638	43	1	-3.99133
5457086	54	0	86.749
3857161	58	1	100.794
4921039	54	1	94.6881
3180105	57	1	-10.0366
3257082	53	0	61.2327
4355093	53	1	-6.05152
5195236	58	1	23.9495
3793292	61	0	-12.3865
4778562	43	0	-0.179231
3226718	53	0	-11.6612
2168496	66	1	408.706
4801132	63	1	7.28053
3676856	50	0	26.4248
1029483	41	0	402.883
2447761	47	0	3.60022
1651881	44	1	19.932
4079932	56	0	78.1077
3840548	49	0	92.9173
4970317	44	0	400.093
4295387	62	0	406.263
1368341	49	0	13.7005
1683788	43	1	158.775
3406039	42	0	408.716
6023592	45	1	340.638
5841553	48	0	166.134
2902417	59	0	59.4839
1883838	57	0	-10.1391
4775613	62	0	-11.6047
4111816	69	0	-3.88163
5138441	65	0	26.6569
2636992	48	0	-12.8903
5185512	46	0	-12.0583
3245735	45	0	-14.7615
2099879	49	1	-11.6152
1636254	52	0	-14.2104
5271284	69	0	23.3878
3115881	65	0	60.2723
3877459	47	1	-12.685
5225024	50	0	403.854
5412550	40	1	400.108
1360976	52	0	-10.7071
4248459	47	0	-12.7643
2631629	64	1	-15.2057
3635314	44	0	-5.73527
2746818	52	0	391.211
5303074	70	1	-11.1903
5053241	61	0	0.879423
3189055	61	1	-13.7222
2660449	70	1	-13.0878
5374321	66	1	-11.2781
5394906	51	0	-13.1789
2568674	40	0	-12.7258
5231387	44	0	-9.89749
4904555	66	1	-12.4332
1575146	48	1	101.48
2676200	62	0	-14.4494
3315957	59	0	93.7755
4567862	65	1	96.6657
3601165	69	1	-12.1114
5885228	63	1	-13.9242
1778872	62	0	-9.7719
2594380	48	1	66.4744
5039440	60	0	40.5713
1743141	43	0	-9.95684
5852765	55	0	148.487
5079035	46	1	140.998
4657687	41	0	152.153
4731907	63	0	84.7239
4902317	40	1	147.274
2230950	63	0	64.7906
3753035	60	0	-11.7501
4354906	41	1	392.306
3820245	57	0	400.281
4679901	67	0	154.428
3332720	67	0	-13.9454
3822517	53	0	155
4557712	46	1	373.697
4238138	53	0	-11.5831
5869429	44	0	65.2679
1946928	49	0	-7.8824
2756469	58	1	67.6524
5376147	43	0	411.226
2363926	59	0	-11.2258
3621240	63	1	-12.6913
2524967	41	0	60.0177
4420012	41	1	-13.7242
2211264	61	0	67.6662
1303018	68	1	-12.5016
1414981	56	0	-11.2277
2799156	45	0	5.27803
1214213	43	0	317.178
1863212	60	0	65.3038
3767382	50	0	96.2067
5631547	62	0	402.4
1866908	65	0	154.166
3744696	67	0	156.795
3937434	49	1	155.604
1432947	56	0	-12.4319
2518431	41	0	149.288
1281547	49	1	394.97
1945723	49	0	155.378
2112173	53	1	-12.5961
2358281	50	0	323.349
5304989	52	1	-10.6368
2431936	52	0	77.963
2950106	59	0	-5.34029
3071005	54	0	373.737
2418980	56	1	-13.8001
3292266	48	0	73.8603
3625594	53	0	318.865
4863983	63	1	87.6065
3886092	50	1	20.3224
3752972	62	0	91.0181
1406452	55	1	-9.94041
4671294	61	0	-12.9455
5206604	60	1	67.7329
3029830	45	1	380.08
4337778	65	0	-13.0657
1606265	66	0	-13.7991
4623757	44	1	36.2136
5707651	49	1	383.629
1848149	61	1	-13.0698
3394463	54	1	-13.9052
2496075	54	0	-11.9822
1148502	44	1	-13.4663
5587435	48	0	341.795
1223048	68	0	74.2276
4585961	49	1	-8.89841
1708249	69	0	-14.1671
1648475	67	0	-14.9996
5601955	61	0	-12.8388
4860231	55	1	-13.6784
4279899	64	1	-11.6803
2210792	56	0	-9.6622
2562017	56	0	-11.3367
5421382	47	1	-13.3532
5219479	61	0	376.464
2506617	62	0	-11.8016
4408005	58	0	37.76
3566772	68	1	-13.5377
3676783	52	1	-13.0682
3645113	54	1	-8.63236
1403036	66	0	-13.4987
5874915	49	0	77.3849
2292288	66	1	78.1028
5103769	67	0	78.1437
4272497	41	0	56.2541
5645863	61	0	-11.866
1356543	41	0	-7.58006
3245305	45	1	-12.191
1489815	64	0	8.92938
5760991	60	1	-12.116
4712795	47	0	-13.9082
3020109	47	0	18.9048
3256347	41	0	-13.6749
1700388	45	0	82.8089
1783851	61	0	22.5229
1265001	64	0	-10.0929
2083926	55	1	1.36286
5325353	69	1	-12.0896
3259958	64	0	-14.5582
1403170	41	0	-11.4367
3085256	53	1	-14.462
4358531	46	1	-14.5694
3040968	61	0	-12.2991
1930253	54	1	-15.0235
5844779	43	1	-13.749
4208772	66	1	-16.0922
4634998	60	0	20.5676
